@relation testing

@attribute User string
@attribute Text string
@attribute Sentiment {positive,negative,neutral}

@data
eurovisionvideo,'Eurovision 2015 San Marino Anita Simoncini & Michele Perniola Chain Of Lights Video ',negative
EnrichettaNegri,'RT @FraLisci75 diamine deve fare politico dimettersi Italia#Marino situazione  diventata patetica aspetti  ',negative
FraLisci75,'diamine deve fare politico dimettersi Italia#Marino situazione  diventata patetica aspetti #Marinodimettiti ',negative
lgtricoli,'RT @graziellafiore figure imbarazzanti #Marino livello mondiale sono peggiori scioglimento Comune Mafia #lineanott ',negative
flinx15,'RT @suzukimaruti Ho scritto post caso Marino cercando mettere ordine pensieri  venuto fuori elenco puntato ',negative
emanuelmaddalen,'RT @ANNAQuercia Carlo Verdone Marino ha fallito diamo fiducia 5 Stelle  Termometro Politico ',negative
MonicaFortino,'Cosa c dietro linciaggio mediatico demolizione Ignazio Marino  verit ',negative
angelorgiordano,'Paolo Verri Sindaco Roma Alemanno Matera 2019 contentiS vabb sgombra macerie #Marino giubileoI Casamonica ',negative
s_fusco,'RT @virginiaraggi ultimi atti Marino prima dimissioni sono stati molto confusionari Ancora sappiamo sua ',negative
HSIXTYNINE,'@orfini Sei senza vergogna cialtrone FirenzeMarino fottuto incapacitFate schifo Siete falsi pieni indagati ',negative
PPicerni,'RT @collecolluso #DiBattista #M5S  Ora PD ha unico obiettivoSMARCARSI #MARINO # ',negative
PPicerni,'RT @collecolluso #DiBattista #M5S  CAPIRE MEGLIO QUESTIONE #MARINO #BERSAGLIOMOBI ',negative
marino29b,'RT @Rinaldieuro Ho limpressione dopo dimissioni #Marino prossimi giorni Roma uscir fuori tanta merda seppe ',negative
cipriani90,'RT @valys mentre distraggono #Marino #Senato prosegue smantellamento #FermateLoScempiodellaCostituzione ',negative
albamontori,'HA PAURA IGNAZIO MARINO ECCO VERE RAGIONI LINCIAGGIO (SENZA PRECEDENTI)  FACE ',negative
zizionice,'RT @DavideRicci1973 vendetta #Marino Far nomi tiro gi tutti Ignazio stai calmo ora #PD dar altra poltrona cam ',negative
LUCADIMEO93,'cera Kill Silvio posto Marino cene faceva ruby insieme bungabunga era ok ',negative
ebergonzaga,'Marino Pur cacciarmi avrebbero messo cocaina tasca via @lastampa ',negative
PPicerni,'RT @Rinaldieuro Ho limpressione dopo dimissioni #Marino prossimi giorni Roma uscir fuori tanta merda seppe ',negative
portoghesi,'RT @jacopoiacoboni Bersani Letta Marino C (sola) cosa comune denigrazione massiccia pianificata ha sempre preceduto le ',negative
_rjardon,'RT @TrastevereRM 36 ore allarme meteo x Tevere Aniene e stavolta Marino centra nulla quel  giusto  giusto ',negative
pempipot,'Verso paese stupidi Amen ',negative
comodino80,'Photo Comunque me  MARINO SINDACO ',negative
luigidiplacido,'Ottima analisi ',negative
ndiiorio1,'RT @lumorisi UNO #disastroRoma #disastroPD #Marino #Romaliberata #SalviniLeader #piazzapulita #quintacolonna #virusrai2 ',negative
SpecialeLuca,'RT @1starrynight #Marino  stato peggior sindaco Roma Almeno secondo camioncini abusivi dipendenti Atac vigili urbani  ',negative
Hellzapoppin80,'RT @BaldiniEnrica @CRCalcagno @Hellzapoppin80 @chiarameazza Prepariamoci Marino Roma 2016 tipo Civati Genova ',negative
masgreek,'RT @GiorgiaMeloni  finito lincubo #Marino Caso #Roma ultimo lunga serie fallimenti amministrazioni guidate sx ',negative
masgreek,'RT @GiorgiaMeloni #Marino vergogna infinita #PD prolunghi agonia firmi insieme consiglieri dimissioni immediate ST ',negative
cymaryella,'RT @valys mentre distraggono #Marino #Senato prosegue smantellamento #FermateLoScempiodellaCostituzione ',negative
VirusRai2,'@erikaleciancio commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
fran_orsini,'@bon1z @66pallina sembra lepitaffio #marino ',negative
VirusRai2,'@carlogozzober commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
Bigalfry,'Roboanti discorsi sulletica piccoli imbrogli Ecco Marino ',negative
Gloriamonaco,'manco lironia Crozza Marino chi domanda campagna primarie chi ',negative
valy_s,'mentre distraggono #Marino #Senato prosegue smantellamento #FermateLoScempiodellaCostituzione ',negative
eguanella,'RT @MadameSwann caso Marino applica perfettamente logica Cigno Nero sappiamo  molto pi importante ch ',negative
anitamarialaila,'Roma inizia dopoMarino Lui Sto bene vado celebrare matrimonio Salvini lancia ',negative
vanillamarcodi1,'RT @lastampa Renzi rompe silenzio Bene dimissioni Marino cerano alternative ',negative
SchirruLaura,'RT @suzukimaruti Ho scritto post caso Marino cercando mettere ordine pensieri  venuto fuori elenco puntato ',negative
cherubinapazza,'Guida politica Ignazio Marino ingenui beoti ',negative
FBaraggi,'pure er pupone magna Roma tacci @beppegrillo ',negative
Lucio_Apuleio,'RT @lucasappino S Orfini disse Cacciare #Marino  linea Mafia ricordarlo pu esser utile @espresso ',negative
pandistelle,'RT @frafuma sindaco Parigi @AnneHidalgo Perfino Francia hanno chiara situazioneAltro scontrini#Marino #Roma ',negative
kickmyballs222,'RT @carlotaormina Marino e ladro deve andare calciSe Renzi ha fatto stessa cosaProcura Roma indagaProcura Firenze igno ',negative
campuseverest,'VIDEO YouTube CrozzaMarino Ora posso visitare Roma  ROMA  sindaco Ignazio Marino finisce pe ',negative
Sostenitori1,'VIDEO YouTube CrozzaMarino Ora posso visitare Roma  ROMA  sindaco Ignazio Marino finisce pe ',negative
tictactappi,'RT @ilfoglioit #marinosiedimesso ora Niente paura #Grillo vince @masechi ',negative
ultimenews,'Roma via dopoMarino Salvini lancia Meloni  ',negative
cipriani90,'@foxrino Restituisci maschera #Marino ',negative
virginiaraggi,'ultimi atti Marino prima dimissioni sono stati molto confusionari Ancora sappiamo sua ',negative
mafaldina61,'RT @lucasappino S Orfini disse Cacciare #Marino  linea Mafia ricordarlo pu esser utile @espresso ',negative
socialcom15,'VIDEO YouTube CrozzaMarino Ora posso visitare Roma  ROMA  sindaco Ignazio Marino finisce pe ',negative
LFerlaino,'VIDEO YouTube CrozzaMarino Ora posso visitare Roma  ROMA  sindaco Ignazio Marino finisce pe ',negative
italiadigital,'VIDEO YouTube CrozzaMarino Ora posso visitare Roma  ROMA  sindaco Ignazio Marino finisce pe ',negative
socialcom15,'VIDEO YouTube CrozzaMarino Ora posso visitare Roma  ROMA  sindaco Ignazio Marino finisce pe ',negative
mikytavolo13,'RT @flower @maurorizzimr @mikytavolo13 credo MOLTISSIMI volessero dimissioni #Marino  dimesso pressioni  ',negative
NoImuAgricola,'VIDEO YouTube CrozzaMarino Ora posso visitare Roma  ROMA  sindaco Ignazio Marino finisce pe ',negative
MoreschiLeila,'Marino incassa sostegno sindaci Parigi New York Hidalgo ha osato sfidare mafia ',negative
masgreek,'RT @marcomarsilio sono pi parole Marino ha ancora formalizzato dimissioni ieri (gioved) ha ',negative
flower___,'RT @DavideRicci1973 vendetta #Marino Far nomi tiro gi tutti Ignazio stai calmo ora #PD dar altra poltrona cam ',negative
lucabruno18,'@GoghiBostoro @kidstu @giulianocossari @ignaziomarino salutm soretsenti ho invitato marino cena  dici  ricorder  ',negative
mafiacapitale,'@MafiaCapitale MARINO SMENTISCE TUTTI  VEDO FRASI INESISTENTI MAIL WALTER VELTRONI ',negative
flower___,'@maurorizzimr @mikytavolo13 credo MOLTISSIMI volessero dimissioni #Marino  dimesso pressioni partito ',negative
LucianoOgnibene,'RT @CINZIA1172 GASPARRI Marino ha mentito ha tutti minuto silenzio morte lingua italianaChe tristezza  D ',negative
Monialustri,'RT @lucasappino S Orfini disse Cacciare #Marino  linea Mafia ricordarlo pu esser utile @espresso ',negative
Pretore75,'RT @GAlessandrino Sale Marino Marte Oh pur stare Roma andrebbe ovunque ',negative
Ericballabene,'Ho limpressione quest accanimento confronti #Marino sia diversivo nascondere problemi #Roma dellItalia ',negative
FulvieT,'RT @Pinucciosono Destinazione Svezia parte Ciampino primo gruppo rifugiati realt erano 20 poi hanno scoperto Marino mezzo ',negative
enzocarnazza,'Inciucio MeloniRenzi5s far fuori Marino ',negative
AntonioDecorato,'Marino Golinelli La fede laica restituire fortuna ho ricevuto via @lastampa ',negative
BlogNews_it,'sindaco New York Bill De Blasio difende Ignazio Marino  leader ha ispirato ',negative
flower___,'RT @maurorizzimr Segnalo affetto far dimettere #Marino  stato Pd ',negative
FBaraggi,'Tirando somme #verdini  mostro #compagnodimerende #deluca #amicofraterno  allora #mostrodilochness era #marino ',negative
pas_alb,'Marino ha diritto 20gg xche aspettare 7 mesi elezioni 27 giorni ',negative
tranellio,'RT @carlotaormina Marino e ladro deve andare calciSe Renzi ha fatto stessa cosaProcura Roma indagaProcura Firenze igno ',negative
MacondoZuma,'RT @EmilianoContino Abbiamo scoperto ha preso cocaina mettere tasche #marino #sabella #sclerototale #BERSAGLIOMOBILE ',negative
To_Arise,'RT @ElioLannutti #Dimissioni #MarinoOsservatore Romano Unica certezza #macerie Buche voragini disservizi #dilettantismo puro htt ',negative
masgreek,'RT @diRomapuntocom #Campidoglio #Roma rimpianger #Marino Ogni punto ha portato #dimissioni  ',negative
cipriani90,'RT @maurorizzimr Segnalo affetto far dimettere #Marino  stato Pd ',negative
cipriani90,'RT @EmilianoContino Abbiamo scoperto ha preso cocaina mettere tasche #marino #sabella #sclerototale #BERSAGLIOMOBILE ',negative
mafaldina61,'RT @EmilianoContino Abbiamo scoperto ha preso cocaina mettere tasche #marino #sabella #sclerototale #BERSAGLIOMOBILE ',negative
cipriani90,'RT @DavideRicci1973 vendetta #Marino Far nomi tiro gi tutti Ignazio stai calmo ora #PD dar altra poltrona cam ',negative
Bale6beil,'RT @spinozait Marino  dimesso Ora metro sembra nuova[@pirata21] ',negative
mie_idee,'sindaco New York Bill De Blasio difende Ignazio Marino  leader ha ispirato ',negative
mikytavolo13,'RT @DavideRicci1973 vendetta #Marino Far nomi tiro gi tutti Ignazio stai calmo ora #PD dar altra poltrona cam ',negative
Scintillanza,'RT @GAlessandrino Sale Marino Marte Oh pur stare Roma andrebbe ovunque ',negative
Arsenio_,'RT @yanez72 Salvate soldato Marino #fb ',negative
lucabruno18,'@AnneHidalgo @ignaziomarino signora marino vuole fare po pulizia nn tenga nomi partito complice mafia ',negative
1001ptsIT,'VIDEO YouTube CrozzaMarino Ora posso visitare Roma ',negative
kickmyballs222,'RT @EmilianoContino Abbiamo scoperto ha preso cocaina mettere tasche #marino #sabella #sclerototale #BERSAGLIOMOBILE ',negative
GiorgioVaccaro,'RT @isolahokkaido @LUDOVICOTODINI infatti  mossa ',negative
mikytavolo13,'RT @maurorizzimr Segnalo affetto far dimettere #Marino  stato Pd ',negative
MatteoCorreani,'RT @pokedem VIDEO YouTube CrozzaMarino Ora posso visitare Roma ',negative
GiorgioVaccaro,'RT @LUDOVICOTODINI Marino cade scontrino Renzi fa dimettere #Renzi va sciare famiglia seguito aereo Stato  ',negative
To_Arise,'RT @stomigrando meno quarto dora giornalista ha confezionato servizio marino Bersaglio Mobile iscriver al ',negative
GiorgioVaccaro,'RT @BeatricedimaDi #Marino   ieri mangio ci presume abbia gi restituito carta credito Comune #Marino ',negative
GiorgioVaccaro,'RT @BeatricedimaDi #Marino Far nomi tiro gi tutti Ultima scoperta scientifica amnesie dimissioni fanno tornare memo ',negative
GiorgioVaccaro,'RT @BeatricedimaDi #Marino minaccia tirare fuori sms appunti mail Quindi chiedeva cera faceva risposta g ',negative
xanil01,'Lettera dellarcivescovo Marino aspettiamo Philadelphia ',negative
kidstu,'RT @EmilianoContino Abbiamo scoperto ha preso cocaina mettere tasche #marino #sabella #sclerototale #BERSAGLIOMOBILE ',negative
GiorgioVaccaro,'RT @BeatricedimaDi #Marino firma assegno 1970400  restituzione spese Ora attendiamo ansia compagno Renzi ',negative
FrancescoFusc81,'RT @VirusRai2 @FrancescoFusc81 commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
mariamuser,'Attenzione RomaniMarino minaccia ripensarci 20 giorni ',negative
LuzPagoda,'Hanno parlato bene consiglieri #M5s ieri #inmezzora #Marino ha rotto passato  stato rotto lui #Pd  marcio ',negative
zazoomblog,'#Renzi  rotto rapporto Marino citt #Renzi #Si # #rotto #il #rapporto  ',negative
AntonioSpadafo4,'RT @PiramideRossa ignoti #scontrinologi #M5S cacciano Marino senza nessuna prova doverano quando cera Alemanno #inmezz ',negative
nandupopusss,'Vaticano Renzi fanno fuori Marino  perch sar Giubileo Papa Francesco  solo lennesimo potente servizio potenti ',negative
TripAZnet,'Renzi Si  rotto rapporto Marino citt Matteo Renzi ripensa ',negative
Cover_forever,'tema #Marino sono pi illuminanti parole unattrice opinioni mille giornalisti ',negative
Clouseau76,'RT @federiconero marino minaccia fare nomi prima faceva perch cambio lasciavano stare campidoglio sarebbe quel ',negative
Choroukenzo,'RT @aledibattista #Marino  pesce piccolo partito PD pericoloso Renzi temendo M5S ha preferito portare Roma caos  ',negative
FacchinettiSil,'RT @aledibattista #Marino  pesce piccolo partito PD pericoloso Renzi temendo M5S ha preferito portare Roma caos  ',negative
ulde_sco,'RT @lpatrizia Coro Ncd fuori Campidoglio Marino te devi ann Basterebbe solo stare parte #MarinoResisti ',negative
FacchinettiSil,'RT @ArsenaleKappa Calvario Roma ecco totosindaco Di Battista M5S Meloni FDI Lega Pippo Paperino PD #Marino ',negative
ellyesse,'@Maxim1114 @YTomaselli @PossibileIt @civati @gghrrrr forse eri perso post quattro giorni fa ',negative
Towheehillart,'RT @pentotaldoll #marino FAMIGGHIA CASA ANZI GALERA GRAZIE @beppegrillo FUTURO VOGLIO STA COMINCIANDO ',negative
ottimistasemper,'RT @lucabattanta Incredibile tg1 riescano fare servizio errori Marino senza citare membri pd Giunta coinvolt ',negative
nella_norma,'RT @aledibattista #Marino  pesce piccolo partito PD pericoloso Renzi temendo M5S ha preferito portare Roma caos  ',negative
VirusRai2,'@egyzia commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
VirusRai2,'@exprofcasapens commenta dimissioni #marino tweet sar letto diretta visibile qui ',negative
ifardel,'RT @ArsenaleKappa Calvario Roma ecco totosindaco Di Battista M5S Meloni FDI Lega Pippo Paperino PD #Marino ',negative
ermejo5,'RT @PiramideRossa Parlano onest affossano lonesto Marino dicono democratici dialogano caccapound vomito @Klingsor8 ',negative
fmamato,'Salvate soldato Marino  micromegaonline  micromega ',negative
CrisNettuni,'RT @welikechopin Nessuna lha vista agenda #Marino tranne maestro @makkox pu perdere #makkoxtutorial #gazebo ',negative
ottimistasemper,'RT @TommyBrain Bene mentre parla Marino Governo Cloaca regala Amici Finanzieri Poste Italiane Ferrari Ferrovie ',negative
MPenikas,'RT @ArsenaleKappa Calvario Roma ecco totosindaco Di Battista M5S Meloni FDI Lega Pippo Paperino PD #Marino ',negative
MPenikas,'RT @aledibattista #Marino  pesce piccolo partito PD pericoloso Renzi temendo M5S ha preferito portare Roma caos  ',negative
GhitaIacono,'RT @ArsenaleKappa Calvario Roma ecco totosindaco Di Battista M5S Meloni FDI Lega Pippo Paperino PD #Marino ',negative
GhitaIacono,'RT @aledibattista #Marino  pesce piccolo partito PD pericoloso Renzi temendo M5S ha preferito portare Roma caos  ',negative
FacchinettiSil,'RT @tranellio Caso #Marino sintesi siccome altri hanno rubato molto pi Lui  ingiustizia sia costretto dimissioni ',negative
larizza1950,'@RepubblicaTv prima Marino rapporto citt Roma lha rotto Pd ',negative
PiramideRossa,'ignoti #scontrinologi #M5S cacciano Marino senza nessuna prova doverano quando cera Alemanno #inmezzora #Rai3 ',negative
DonatellaRu,'RT @tranellio Caso #Marino sintesi siccome altri hanno rubato molto pi Lui  ingiustizia sia costretto dimissioni ',negative
betman,'RT @gianlusempri Ormai citt gira solo nome #Capitano #sindaco #Roma @TottiOfficial #Marino ',negative
CerciElena,'RT @LUDOVICOTODINI Ora ripensa TGCOM24 Roma Renzi primarie post Marino Sabella commissario Ok scelgo io ',negative
ottimistasemper,'RT @FmMosca Fatemi capire fra dichiarazioni smentite sindaco Marino minaccia Renzi mentre Orfini minaccia Marino Aveva ragion ',negative
miss0uri4,'RT @welikechopin Nessuna lha vista agenda #Marino tranne maestro @makkox pu perdere #makkoxtutorial #gazebo ',negative
marytaxi65,'RT @PatriziaRametta RENZI PUOSPENDERE 600MILA PROVINCIA EURO PRANZI CHIEDERE MARINO DIMETTERSI 20MILA ',negative
marliesvoss1,'RT @max888ant Roma ha visto passare Re Imperatori Papi Sindaci Solo Gatti restano  #Marino ',negative
lilysei,'RT @LUDOVICOTODINI Ora ripensa TGCOM24 Roma Renzi primarie post Marino Sabella commissario Ok scelgo io ',negative
the_newstweets,'Huffingtonpostit  Dimissioni Marino campagna elettorale coincide Giubileo entrare Campidoglio ',negative
ottimistasemper,'RT @GiuliaDiVita fanno giustamente notare fino quando chiedevamo dimissioni Marino @orfini era linea mafia ',negative
MassimoBordin,'RT @AntFuniciello Roma comunali 1993 Rutelli 684529 1997 Rutelli 983902 2001 Veltroni 800275 2006 Veltroni 926932 2008 Rutelli 759252 ',negative
